iter	Logloss
634	0.3056122144
635	0.3053637187
636	0.3051953634
637	0.3049619039
638	0.3048039754
639	0.3044697126
640	0.3042473793
641	0.3040287654
642	0.3038058281
643	0.3035666784
644	0.3035154343
645	0.303410848
646	0.3033201218
647	0.3030173302
648	0.3026421229
649	0.3024688721
650	0.302307574
651	0.3020526886
652	0.301996994
653	0.301540947
654	0.3012734095
655	0.3009700775
656	0.3006965637
657	0.3004739761
658	0.3002938271
659	0.3001362165
660	0.2997988065
661	0.2995391528
662	0.2992987633
663	0.299037679
664	0.2988948822
665	0.2987834295
666	0.2985619863
667	0.298375988
668	0.2980806351
669	0.2977981567
670	0.2976205826
671	0.2975465775
672	0.297318999
673	0.2972213745
674	0.2970168749
675	0.296817112
676	0.2966492335
677	0.2963374456
678	0.2962316513
679	0.2958936056
680	0.2957099915
681	0.2954133987
682	0.295149231
683	0.2949058533
684	0.2948242823
685	0.2945277532
686	0.2941749573
687	0.2939134598
688	0.2935598056
689	0.2933444659
690	0.2932270686
691	0.2929456075
692	0.2927218119
693	0.2924604098
694	0.292315801
695	0.2921145121
696	0.2916557948
697	0.2913496017
698	0.2911726634
699	0.2909543355
700	0.2906761487
701	0.2905787786
702	0.2902799606
703	0.2901674589
704	0.2899247487
705	0.2896895727
706	0.2894418081
707	0.2891990026
708	0.2890649796
709	0.288909022
710	0.2887720108
711	0.2886460622
712	0.2883459727
713	0.2882037799
714	0.2880342484
715	0.2877652486
716	0.2875871658
717	0.2874575933
718	0.2870583534
719	0.2867047946
720	0.2864763578
721	0.2863547961
722	0.2861690521
723	0.2860011101
724	0.2857877413
725	0.2855309804
726	0.2854615529
727	0.2850687663
728	0.2848863602
729	0.2845987956
730	0.2845430056
731	0.2844548543
732	0.2842909495
733	0.2839257558
734	0.2836907705
735	0.2835032145
736	0.283382988
737	0.2832993189
738	0.2829644203
739	0.2828284899
740	0.2824226697
741	0.2824179331
742	0.2822096507
743	0.2818361918
744	0.2816741625
745	0.2814374288
746	0.2811789195
747	0.280884107
748	0.2806667964
749	0.2805736224
750	0.2804161708
751	0.2802011808
752	0.2801851908
753	0.2800962766
754	0.2797175407
755	0.2794797262
756	0.2792452494
757	0.2790237427
758	0.2787836711
759	0.2785312653
760	0.2782917341
761	0.2779686928
762	0.277869765
763	0.2777393977
764	0.2776426633
765	0.2772649129
766	0.2769407272
767	0.2767405192
768	0.2765670141
769	0.2764320374
770	0.2762480736
771	0.2760267258
772	0.275773112
773	0.2756740252
774	0.2755875905
775	0.2754158338
776	0.2751680374
777	0.2750917117
778	0.2749296506
779	0.2747332573
780	0.2745403608
781	0.2742485364
782	0.2739171664
783	0.2737832387
784	0.2734626134
785	0.2733844121
786	0.2731952667
787	0.2730430921
788	0.2727073034
789	0.2724283854
790	0.2722400665
791	0.2721146901
792	0.2719851494
793	0.2718468348
794	0.2716706594
795	0.2714295387
796	0.2713091214
797	0.2710814158
798	0.2708741506
799	0.2707196236
800	0.2704809825
801	0.2704193751
802	0.270150884
803	0.2698779742
804	0.2698305766
805	0.2697275798
806	0.2694512367
807	0.2694046974
808	0.2694045703
809	0.2691502253
810	0.2688920339
811	0.2686831474
812	0.2685744603
813	0.2681493759
814	0.2678928375
815	0.2677712123
816	0.2675069809
817	0.2673062007
818	0.2671644847
819	0.2667933146
820	0.2666009108
821	0.266410923
822	0.2663319429
823	0.2662110011
824	0.2661303679
825	0.2660291672
826	0.2659253756
827	0.2658506076
828	0.2658372561
829	0.2656640212
830	0.2654150645
831	0.2652911186
832	0.2651864688
833	0.2651412328
834	0.2650089582
835	0.2648989677
836	0.2647419135
837	0.2647156239
838	0.264588356
839	0.2644950231
840	0.2643060525
841	0.2641222159
842	0.2639479319
843	0.2637268384
844	0.2635953903
845	0.2633879662
846	0.2631320794
847	0.262812678
848	0.2627682527
849	0.2625800769
850	0.2624643644
851	0.2623703003
852	0.2621434371
853	0.2618286769
854	0.2616356373
855	0.2614680926
856	0.261321195
857	0.2611785253
858	0.2608765602
859	0.2606012344
860	0.2604093234
861	0.2601633867
862	0.2599762917
863	0.2598126729
864	0.259693114
865	0.2594391346
866	0.2592586358
867	0.2589646498
868	0.2588238875
869	0.258641847
870	0.2584655921
871	0.2582815011
872	0.2580710252
873	0.2578129133
874	0.2575766881
875	0.2574505488
876	0.2573715528
877	0.2573262056
878	0.257114172
879	0.2568260511
880	0.2567852656
881	0.2566238403
882	0.2564563115
883	0.2562399228
884	0.2560911338
885	0.2560349305
886	0.2557872613
887	0.2555572192
888	0.2553641319
889	0.2551572959
890	0.2550232728
891	0.2548937798
892	0.254675738
893	0.2545809905
894	0.2544548512
895	0.2542020957
896	0.2540541967
897	0.2538538933
898	0.2536343733
899	0.2534743945
900	0.2533346812
901	0.2531730175
902	0.2529524644
903	0.2527725538
904	0.2526678721
905	0.2524384816
906	0.2522665977
907	0.2520717144
908	0.2518666426
909	0.2517157078
910	0.2515748819
911	0.2514716784
912	0.2514208317
913	0.2513755639
914	0.2511792819
915	0.250913016
916	0.2508169333
917	0.2506028811
918	0.2505054474
919	0.2502432346
920	0.2501734416
921	0.2499722481
922	0.2498439153
923	0.2497328758
924	0.2495075226
925	0.2493439198
926	0.2492834886
927	0.2490355651
928	0.2488375187
929	0.2486708005
930	0.2484688759
931	0.2483565966
932	0.2481976191
933	0.2479764303
934	0.2477718035
935	0.247634697
936	0.2475588799
937	0.2474401156
938	0.2472620646
939	0.2470229944
940	0.2468691985
941	0.2467485428
942	0.2465788047
943	0.2464030107
944	0.2461460114
945	0.2460216999
946	0.2458989461
947	0.2456327756
948	0.2454488118
949	0.2452956518
950	0.2450330257
951	0.2449383418
952	0.244902881
953	0.2447098732
954	0.2444646994
955	0.2444616795
956	0.2444001357
957	0.2442714691
958	0.2442080021
959	0.2440716108
960	0.2439823151
961	0.2437379837
962	0.2434096336
963	0.2431644281
964	0.2430122852
965	0.2429385662
966	0.2429228942
967	0.242840751
968	0.2426973025
969	0.2425701141
970	0.2424582481
971	0.2423416297
972	0.24207352
973	0.2418860912
974	0.2418687503
975	0.2417301814
976	0.2414884885
977	0.2412199974
978	0.2410569509
979	0.2408415159
980	0.2406169573
981	0.2404682
982	0.2403944492
983	0.2402375857
984	0.240017128
985	0.2399340312
986	0.2399089813
987	0.2397141457
988	0.2396508535
989	0.2396463712
990	0.2395889918
991	0.2394091606
992	0.2391574065
993	0.2388906161
994	0.2386837959
995	0.2384332021
996	0.2383674304
997	0.2383063634
998	0.2382604599
999	0.2381647269
